County_State,County,State,Median_HV,Median_HI
"Defiance County, Ohio",Defiance County, Ohio,105900,55269
"Delaware County, Ohio",Delaware County, Ohio,247200,90668.5
"Erie County, Ohio",Erie County, Ohio,129300,56858.5
"Fairfield County, Ohio",Fairfield County, Ohio,159750,68225.5
"Fayette County, Ohio",Fayette County, Ohio,106600,49218
"Franklin County, Ohio",Franklin County, Ohio,146000,66862
"Fulton County, Ohio",Fulton County, Ohio,127350,59501
"Gallia County, Ohio",Gallia County, Ohio,96650,50655.5
"Geauga County, Ohio",Geauga County, Ohio,212450,76515
"Greene County, Ohio",Greene County, Ohio,157750,70783.5
"Guernsey County, Ohio",Guernsey County, Ohio,94700,48511
"Hamilton County, Ohio",Hamilton County, Ohio,137700,66717.5
"Hancock County, Ohio",Hancock County, Ohio,125250,59749
"Hardin County, Ohio",Hardin County, Ohio,91850,51313.5
"Harrison County, Ohio",Harrison County, Ohio,84950,49512
"Henry County, Ohio",Henry County, Ohio,109850,56247.5
"Highland County, Ohio",Highland County, Ohio,101050,45483.5
"Hocking County, Ohio",Hocking County, Ohio,103500,49140
"Holmes County, Ohio",Holmes County, Ohio,159150,56062
"Huron County, Ohio",Huron County, Ohio,113900,55948
"Jackson County, Ohio",Jackson County, Ohio,90100,47399.5
"Jefferson County, Ohio",Jefferson County, Ohio,85850,52220.5
"Knox County, Ohio",Knox County, Ohio,131000,55515
"Lake County, Ohio",Lake County, Ohio,146200,63124
"Lawrence County, Ohio",Lawrence County, Ohio,99400,50678
"Licking County, Ohio",Licking County, Ohio,143200,61895.5
"Logan County, Ohio",Logan County, Ohio,118150,56719.5
"Lorain County, Ohio",Lorain County, Ohio,133700,61056.5
"Lucas County, Ohio",Lucas County, Ohio,100600,55146.5
"Madison County, Ohio",Madison County, Ohio,146200,63582
"Mahoning County, Ohio",Mahoning County, Ohio,96700,51767.5
"Marion County, Ohio",Marion County, Ohio,94550,53288
"Medina County, Ohio",Medina County, Ohio,177750,70582.5
"Meigs County, Ohio",Meigs County, Ohio,86450,46588
"Mercer County, Ohio",Mercer County, Ohio,130200,59631.5
"Miami County, Ohio",Miami County, Ohio,133350,58632
"Monroe County, Ohio",Monroe County, Ohio,92250,47931.5
"Montgomery County, Ohio",Montgomery County, Ohio,107450,55358
"Morgan County, Ohio",Morgan County, Ohio,86000,45849.5
"Morrow County, Ohio",Morrow County, Ohio,128600,55923.5
"Muskingum County, Ohio",Muskingum County, Ohio,106550,51070.5
"Noble County, Ohio",Noble County, Ohio,85250,44910
"Ottawa County, Ohio",Ottawa County, Ohio,135100,57830
"Paulding County, Ohio",Paulding County, Ohio,91650,51579.5
"Perry County, Ohio",Perry County, Ohio,92650,49485.5
"Pickaway County, Ohio",Pickaway County, Ohio,144000,63614.5
"Pike County, Ohio",Pike County, Ohio,93600,48226.5
"Portage County, Ohio",Portage County, Ohio,147000,62321.5
"Preble County, Ohio",Preble County, Ohio,111200,53404.5
"Putnam County, Ohio",Putnam County, Ohio,135300,63341.5
"Richland County, Ohio",Richland County, Ohio,100150,49880.5
"Ross County, Ohio",Ross County, Ohio,105250,52200
"Sandusky County, Ohio",Sandusky County, Ohio,109050,54441
"Scioto County, Ohio",Scioto County, Ohio,89900,49921
"Seneca County, Ohio",Seneca County, Ohio,95950,53141.5
"Shelby County, Ohio",Shelby County, Ohio,131050,62018
"Stark County, Ohio",Stark County, Ohio,121550,55477.5
"Summit County, Ohio",Summit County, Ohio,130850,61242
"Trumbull County, Ohio",Trumbull County, Ohio,96350,52504
"Tuscarawas County, Ohio",Tuscarawas County, Ohio,110550,51704
"Union County, Ohio",Union County, Ohio,161750,67806
"Van Wert County, Ohio",Van Wert County, Ohio,95350,55577
"Vinton County, Ohio",Vinton County, Ohio,80800,45520.5
"Warren County, Ohio",Warren County, Ohio,183300,76403.5
"Washington County, Ohio",Washington County, Ohio,111250,55243
"Wayne County, Ohio",Wayne County, Ohio,135600,56814.5
"Williams County, Ohio",Williams County, Ohio,95500,48542.5
"Wood County, Ohio",Wood County, Ohio,137700,63264.5
"Wyandot County, Ohio",Wyandot County, Ohio,105150,55734.5
"Adair County, Oklahoma",Adair County, Oklahoma,77400,40244.5
"Alfalfa County, Oklahoma",Alfalfa County, Oklahoma,66900,58700.5
"Atoka County, Oklahoma",Atoka County, Oklahoma,88250,44394
"Beaver County, Oklahoma",Beaver County, Oklahoma,96250,57746.5
"Beckham County, Oklahoma",Beckham County, Oklahoma,118350,62352.5
"Blaine County, Oklahoma",Blaine County, Oklahoma,75250,50404
"Bryan County, Oklahoma",Bryan County, Oklahoma,92600,49844.5
"Caddo County, Oklahoma",Caddo County, Oklahoma,79600,51672.5
"Canadian County, Oklahoma",Canadian County, Oklahoma,139300,67715
"Carter County, Oklahoma",Carter County, Oklahoma,98100,52398
"Cherokee County, Oklahoma",Cherokee County, Oklahoma,105250,51267
"Choctaw County, Oklahoma",Choctaw County, Oklahoma,82300,42898.5
"Cimarron County, Oklahoma",Cimarron County, Oklahoma,61600,51805.5
"Cleveland County, Oklahoma",Cleveland County, Oklahoma,143800,65956
"Coal County, Oklahoma",Coal County, Oklahoma,89300,45619.5
"Comanche County, Oklahoma",Comanche County, Oklahoma,111900,57510.5
"Cotton County, Oklahoma",Cotton County, Oklahoma,79150,57958.5
"Craig County, Oklahoma",Craig County, Oklahoma,91050,44863
"Creek County, Oklahoma",Creek County, Oklahoma,99800,51725.5
"Custer County, Oklahoma",Custer County, Oklahoma,116850,60258.5
"Delaware County, Oklahoma",Delaware County, Oklahoma,106050,43882
"Dewey County, Oklahoma",Dewey County, Oklahoma,83500,59791.5
"Ellis County, Oklahoma",Ellis County, Oklahoma,81850,61724
"Garfield County, Oklahoma",Garfield County, Oklahoma,98050,54404.5
"Garvin County, Oklahoma",Garvin County, Oklahoma,88300,48491.5
"Grady County, Oklahoma",Grady County, Oklahoma,109550,59922.5
"Grant County, Oklahoma",Grant County, Oklahoma,75650,56237
"Greer County, Oklahoma",Greer County, Oklahoma,62650,48503.5
"Harmon County, Oklahoma",Harmon County, Oklahoma,52200,43798.5
"Harper County, Oklahoma",Harper County, Oklahoma,76400,58336
"Haskell County, Oklahoma",Haskell County, Oklahoma,79600,44294.5
"Hughes County, Oklahoma",Hughes County, Oklahoma,67900,43414
"Jackson County, Oklahoma",Jackson County, Oklahoma,93500,52918
"Jefferson County, Oklahoma",Jefferson County, Oklahoma,57400,42280.5
"Johnston County, Oklahoma",Johnston County, Oklahoma,77750,43476.5
"Kay County, Oklahoma",Kay County, Oklahoma,78750,50171.5
"Kingfisher County, Oklahoma",Kingfisher County, Oklahoma,121350,62165.5
"Kiowa County, Oklahoma",Kiowa County, Oklahoma,61650,52686
"Latimer County, Oklahoma",Latimer County, Oklahoma,78550,51387
"Le Flore County, Oklahoma",Le Flore County, Oklahoma,82550,44518.5
"Lincoln County, Oklahoma",Lincoln County, Oklahoma,98850,51575.5
"Logan County, Oklahoma",Logan County, Oklahoma,131950,61796.5
"Love County, Oklahoma",Love County, Oklahoma,93550,53955
"McClain County, Oklahoma",McClain County, Oklahoma,143650,63209.5
"McCurtain County, Oklahoma",McCurtain County, Oklahoma,74000,43086.5
"McIntosh County, Oklahoma",McIntosh County, Oklahoma,91550,46896
"Major County, Oklahoma",Major County, Oklahoma,93150,63774
"Marshall County, Oklahoma",Marshall County, Oklahoma,85800,44850.5
"Mayes County, Oklahoma",Mayes County, Oklahoma,101100,49322
"Murray County, Oklahoma",Murray County, Oklahoma,91950,54972
"Muskogee County, Oklahoma",Muskogee County, Oklahoma,88900,50649
"Noble County, Oklahoma",Noble County, Oklahoma,86150,57772
"Nowata County, Oklahoma",Nowata County, Oklahoma,75600,48347
"Okfuskee County, Oklahoma",Okfuskee County, Oklahoma,76900,45142.5
"Oklahoma County, Oklahoma",Oklahoma County, Oklahoma,128350,61787.5
"Okmulgee County, Oklahoma",Okmulgee County, Oklahoma,78450,46882.5
"Osage County, Oklahoma",Osage County, Oklahoma,98800,52929
"Ottawa County, Oklahoma",Ottawa County, Oklahoma,81250,43726
"Pawnee County, Oklahoma",Pawnee County, Oklahoma,83500,54135.5
"Payne County, Oklahoma",Payne County, Oklahoma,133150,57027.5
"Pittsburg County, Oklahoma",Pittsburg County, Oklahoma,95250,50765.5
"Pontotoc County, Oklahoma",Pontotoc County, Oklahoma,110050,55917.5
"Pottawatomie County, Oklahoma",Pottawatomie County, Oklahoma,102250,53712
"Pushmataha County, Oklahoma",Pushmataha County, Oklahoma,72500,41676.5
"Roger Mills County, Oklahoma",Roger Mills County, Oklahoma,89200,59083.5
"Rogers County, Oklahoma",Rogers County, Oklahoma,138900,62183.5
"Seminole County, Oklahoma",Seminole County, Oklahoma,69250,44467
"Sequoyah County, Oklahoma",Sequoyah County, Oklahoma,90750,43460
"Stephens County, Oklahoma",Stephens County, Oklahoma,97450,51940
"Texas County, Oklahoma",Texas County, Oklahoma,91850,58427.5
"Tillman County, Oklahoma",Tillman County, Oklahoma,59400,46190
"Tulsa County, Oklahoma",Tulsa County, Oklahoma,132800,62211.5
"Wagoner County, Oklahoma",Wagoner County, Oklahoma,134450,59026.5
"Washington County, Oklahoma",Washington County, Oklahoma,110250,56197
"Washita County, Oklahoma",Washita County, Oklahoma,78000,54331.5
"Woods County, Oklahoma",Woods County, Oklahoma,94200,65545
"Woodward County, Oklahoma",Woodward County, Oklahoma,115750,64095.5
"Baker County, Oregon",Baker County, Oregon,143450,51018
"Benton County, Oregon",Benton County, Oregon,267050,71748
"Clackamas County, Oregon",Clackamas County, Oregon,296250,73022.5
"Clatsop County, Oregon",Clatsop County, Oregon,244450,58037.5
"Columbia County, Oregon",Columbia County, Oregon,198750,59650.5
"Coos County, Oregon",Coos County, Oregon,168150,45464
"Crook County, Oregon",Crook County, Oregon,165350,43636
"Curry County, Oregon",Curry County, Oregon,211450,46129.5
"Deschutes County, Oregon",Deschutes County, Oregon,253200,60139
"Douglas County, Oregon",Douglas County, Oregon,169700,49429.5
"Gilliam County, Oregon",Gilliam County, Oregon,118450,50128
"Grant County, Oregon",Grant County, Oregon,142950,45104
"Harney County, Oregon",Harney County, Oregon,99100,44841.5
"Hood River County, Oregon",Hood River County, Oregon,316600,70962
"Jackson County, Oregon",Jackson County, Oregon,212550,53325.5
"Jefferson County, Oregon",Jefferson County, Oregon,149350,50615.5
"Josephine County, Oregon",Josephine County, Oregon,212350,45778
"Klamath County, Oregon",Klamath County, Oregon,148650,49154
"Lake County, Oregon",Lake County, Oregon,129400,43262
"Lane County, Oregon",Lane County, Oregon,209050,55539
"Lincoln County, Oregon",Lincoln County, Oregon,215550,48974
"Linn County, Oregon",Linn County, Oregon,166650,54288
"Malheur County, Oregon",Malheur County, Oregon,128500,50946.5
"Marion County, Oregon",Marion County, Oregon,182400,57918
"Morrow County, Oregon",Morrow County, Oregon,120000,57385
"Multnomah County, Oregon",Multnomah County, Oregon,275800,68124.5
"Polk County, Oregon",Polk County, Oregon,205950,64091.5
"Sherman County, Oregon",Sherman County, Oregon,140900,50859.5
"Tillamook County, Oregon",Tillamook County, Oregon,222500,48195
"Umatilla County, Oregon",Umatilla County, Oregon,134650,57706.5
"Union County, Oregon",Union County, Oregon,160100,54483
"Wallowa County, Oregon",Wallowa County, Oregon,205400,51407
"Wasco County, Oregon",Wasco County, Oregon,174100,51605
"Washington County, Oregon",Washington County, Oregon,281950,77324.5
"Wheeler County, Oregon",Wheeler County, Oregon,122250,35717
"Yamhill County, Oregon",Yamhill County, Oregon,209800,59999
"Adams County, Pennsylvania",Adams County, Pennsylvania,187900,63702
"Allegheny County, Pennsylvania",Allegheny County, Pennsylvania,126300,65733
"Armstrong County, Pennsylvania",Armstrong County, Pennsylvania,95950,52170
"Beaver County, Pennsylvania",Beaver County, Pennsylvania,117300,58896
"Bedford County, Pennsylvania",Bedford County, Pennsylvania,121600,51781
"Berks County, Pennsylvania",Berks County, Pennsylvania,164650,63530.5
"Blair County, Pennsylvania",Blair County, Pennsylvania,109350,53643
"Bradford County, Pennsylvania",Bradford County, Pennsylvania,133250,58417
"Bucks County, Pennsylvania",Bucks County, Pennsylvania,303500,83512.5
"Butler County, Pennsylvania",Butler County, Pennsylvania,176350,68563
"Cambria County, Pennsylvania",Cambria County, Pennsylvania,88000,52502.5
"Cameron County, Pennsylvania",Cameron County, Pennsylvania,71100,49595
"Carbon County, Pennsylvania",Carbon County, Pennsylvania,137200,54518
"Centre County, Pennsylvania",Centre County, Pennsylvania,192300,69219
"Chester County, Pennsylvania",Chester County, Pennsylvania,316350,92432
"Clarion County, Pennsylvania",Clarion County, Pennsylvania,107950,53657.5
"Clearfield County, Pennsylvania",Clearfield County, Pennsylvania,87050,49795.5
"Clinton County, Pennsylvania",Clinton County, Pennsylvania,115350,54286.5
"Columbia County, Pennsylvania",Columbia County, Pennsylvania,135900,55736.5
"Crawford County, Pennsylvania",Crawford County, Pennsylvania,103200,52519
"Cumberland County, Pennsylvania",Cumberland County, Pennsylvania,185900,69578.5
"Dauphin County, Pennsylvania",Dauphin County, Pennsylvania,154450,65748.5
"Delaware County, Pennsylvania",Delaware County, Pennsylvania,228750,75678.5
"Elk County, Pennsylvania",Elk County, Pennsylvania,90750,55611
"Erie County, Pennsylvania",Erie County, Pennsylvania,115450,57947.5
"Fayette County, Pennsylvania",Fayette County, Pennsylvania,88500,50472
